path,role,category,profile,format,bytes,width,height,sha256,status
assets/runtime/backgrounds/bg_global_map_v1--desktop.webp,runtime,background,desktop,webp,145590,1280,853,f684b54e89fb635cdd2a300bedf4bb434305d41aa754f2f4798e0b26cb0c9c85,optimized
assets/runtime/backgrounds/bg_global_map_v1--mobile.avif,runtime,background,mobile,avif,50759,720,960,1a5574871688dd0bbe3833de0c4933b3d9da14994165eca511e1ca1391a0ac42,optimized
assets/runtime/backgrounds/bg_global_map_v1--mobile.webp,runtime,background,mobile,webp,84416,720,960,cd50a5a91d65d16e63d3a9ff0da40762a0d8e40a27e928f3201fa2d98b956e82,optimized
assets/runtime/backgrounds/bg_main_menu_presidential_office_v1--desktop.avif,runtime,background,desktop,avif,82372,1280,853,9887499465ba986943ae1d16f3478095093d70f053461cb590b3ff66dd26c689,optimized
assets/runtime/backgrounds/bg_main_menu_presidential_office_v1--desktop.webp,runtime,background,desktop,webp,155748,1280,853,6354474f9f804e96d3a945d33de9cd7e48b0b814e93e36b69cc6af5b0c7b3bbc,optimized
assets/runtime/backgrounds/bg_main_menu_presidential_office_v1--mobile.avif,runtime,background,mobile,avif,44845,720,960,21b844cd5796f528653528a672e3dc9d5ff07c5f87cb374e74cde754a9c43f51,optimized
assets/runtime/backgrounds/bg_main_menu_presidential_office_v1--mobile.webp,runtime,background,mobile,webp,86896,720,960,2acd3355efb41262f19d50631a600e6ccbdf490e66bd283023e6e0372f28ea8e,optimized
assets/runtime/backgrounds/bg_military_command_center_v1--desktop.avif,runtime,background,desktop,avif,79965,1280,853,76c63e53aa78e673b933781d7bf24d0b31652fb0e3f1e5e7aa90881202d9956b,optimized
assets/runtime/backgrounds/bg_military_command_center_v1--desktop.webp,runtime,background,desktop,webp,138020,1280,853,1429fd5ad5abc058d0a6e3763f1f21e6a312ae353e7712f68165df5daa6637e3,optimized
assets/runtime/backgrounds/bg_military_command_center_v1--mobile.avif,runtime,background,mobile,avif,41346,720,960,852123b078c356758b9d943d332b6be9da3a79398aecc012991493f14f9400d0,optimized
assets/runtime/backgrounds/bg_military_command_center_v1--mobile.webp,runtime,background,mobile,webp,72204,720,960,36f52ae899d369196221eb9e8545164845ee6ce6a37bd45edc7c1cdb98726c08,optimized
assets/runtime/backgrounds/bg_parliament_v1--desktop.avif,runtime,background,desktop,avif,98590,1280,853,28a237ccdccb7091e0bb0227b7e7539fe280063eb725fdfd877923ae732c97af,optimized
assets/runtime/backgrounds/bg_parliament_v1--desktop.webp,runtime,background,desktop,webp,176416,1280,853,f29600c56d8dd96144aecf489129cf7b98c9c1614613c6b7cc0ed97b6308b030,optimized
assets/runtime/backgrounds/bg_parliament_v1--mobile.avif,runtime,background,mobile,avif,58210,720,960,eeaa4b8d0dcd618cf2a7760d77068df266223f33a5e073fbcd7abd6e8c003666,optimized
assets/runtime/backgrounds/bg_parliament_v1--mobile.webp,runtime,background,mobile,webp,110056,720,960,e8849ab2853af7e04d4c4eaa347c2bb2c4325b7abdcdcc583665a76e722987fe,optimized
assets/runtime/backgrounds/bg_press_conference_stage_v1--desktop.avif,runtime,background,desktop,avif,67766,1280,853,92da9e90632c26e09bf860d27113eb0a66b957dc87732af15a00639bde914762,optimized
